naziv;opis;tip_ustanove;maticna_skola;sifra;podsifra;zupanija;adresa;mjesto;lokacija;ravnatelj;telefon;faks;e_mail;web;podrucni_objekti
"Osnovna škola ""VAZMOSLAV GRŽALJA""";Osnovna škola;Matična škola;NA;18-007-001;0-0;Istarska;II. ISTARSKE BRIGADE 18;52420  Buzet; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Jadranka  Bartolić Muzica;052/663-655 , 052/ 662-643 , 052/662-856 , 0912662666;052/662-643;ured@os-vgrzalja-buzet.skole.hr;NA;"  Osnovna škola ""VAZMOSLAV GRŽALJA"" - Područna škola Lanišće   , Lanišće bb, 52422 Lanišće ,   Osnovna škola ""VAZMOSLAV GRŽALJA"" - Područna škola Roč   , ROČ bb, 52425 Roč ,   Osnovna škola ""VAZMOSLAV GRŽALJA"" - Područna škola Vrh   , VRH bb, 52420 Vrh"
Osnovna škola Matije Vlačića;Osnovna škola;Matična škola;NA;18-044-001;0-0;Istarska;ZELENICE 4;52220  Labin; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Edi  Juričić;052/855-488 , 052/855-488 , 052/854-328;052/854-328;ured@os-mvlacica-labin.skole.hr , os-matije.vlacica@pu.t-com.hr;http://os-labin-001.skole.t-com.hr;  Osnovna škola Matije Vlačića - Područna škola Rabac   , Slobode 27, 52221 Rabac
Osnovna škola Ivo Lola Ribar Labin;Osnovna škola;Matična škola;NA;18-044-002;0-0;Istarska;RUDARSKA 9;52220  Labin; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Miro  Alilović;052/855-406 , 052/855-406 , 052/855-406 , 052/853-354;052/880-234;ured@os-ilribar-labin.skole.hr;www.os-ilribar-labin.skole.hr;"  Osnovna škola ""Ivo Lola Ribar"" Labin - Područna škola Kature   , ISTARSKA 32, 52220 Labin ,   Osnovna škola ""Ivo Lola Ribar"" Labin - Područna škola Vinež   , VINEŽ 65, 52220 Vinež ,   Osnovna škola ""Ivo Lola Ribar"" Labin - Područna škola Vozilići   , VOZILIĆI 80, 52234 Vozilići"
Centar Liče Faraguna;Osnovna škola;Matična škola;NA;18-044-003;0-0;Istarska;ŠĆIRI 3;52220  Labin; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Martina  Herceg;052/856-468 , 052/856-468 , 052/854-604;052/856-468;ured@centar-licefaraguna-labin.skole.hr;NA;NA
OSNOVNA ŠKOLA VLADIMIRA NAZORA PAZIN;Osnovna škola;Matična škola;NA;18-065-001;0-0;Istarska;ŠETALIŠTE PAZINSKE GIMNAZIJE 9;52000  Pazin; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Zdenka  Turkalj-Čohilj;052/624-121, 624-429 , 052/624-343 , 052/624-134, 052/624-121;052/624-327;ured@os-vnazora-pazin.skole.hr , pazin@osvnpazin.hr;www.os-vnazora-pazin.skole.hr;  OSNOVNA ŠKOLA VLADIMIRA NAZORA PAZIN - Područna škola Cerovlje   , CEROVLJE 25, 52402 Cerovlje ,   OSNOVNA ŠKOLA VLADIMIRA NAZORA PAZIN - Područna škola Gračišće   , GRAČIŠĆE 78, 52403 Gračišće ,   OSNOVNA ŠKOLA VLADIMIRA NAZORA PAZIN - Područna škola Karojba   , KAROJBA 35, 52424 Motovun ,   OSNOVNA ŠKOLA VLADIMIRA NAZORA PAZIN - Područna škola Lupoglav   , LUPOGLAV 5, 52426 Lupoglav ,   OSNOVNA ŠKOLA VLADIMIRA NAZORA PAZIN - Područna škola Motovun   , KANAL 9, 52424 Motovun ,   OSNOVNA ŠKOLA VLADIMIRA NAZORA PAZIN - Područna škola Sveti Petar u Šumi   , SVETI PETAR U ŠUMI 10, 52404 Sveti Petar u Šumi ,   OSNOVNA ŠKOLA VLADIMIRA NAZORA PAZIN - Područna škola Tinjan   , TINJAN 2 A, 52444 Tinjan ,   OSNOVNA ŠKOLA VLADIMIRA NAZORA PAZIN - Područna škola Trviž   , TRVIŽ 5, 52000 Trviž
OSNOVNA ŠKOLA POREČ;Osnovna škola;Matična škola;NA;18-068-001;0-0;Istarska;KARLA HUGUESA 7;52440  Poreč - Parenzo; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Marija  Mufić Santin;052/432-355 , 052/431-712 , 052/452-767;052/451-060;ured@os-porec.skole.hr;NA;  OSNOVNA ŠKOLA POREČ - Područna škola Žbandaj   , ŽBANDAJ 36, 52440 Poreč - Parenzo
Osnovna škola Tar - Vabriga - Scuola elementare Torre - Abrega;Osnovna škola;Matična škola;NA;18-068-002;0-0;Istarska;Istarska  21;52465  Tar; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Andrea  Baksa;052/443-642 , 052/443-161 , 052/443-161 , 052/443-636 , 052/443-746 , 052/463-145;052/443-636;ured@os-tar.skole.hr;http://os-tar.skole.hr/;NA
Talijanska osnovna škola - Scuola elementare italiana Bernardo Parentin Poreč - Parenzo;Osnovna škola;Matična škola;NA;18-068-004;0-0;Istarska;MATKA LAGINJE 6;52440  Poreč - Parenzo; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Ester  Zarli;052/434-287 , 052/555392 , 052/555-393 , 052/434-286 , 052/434-126 , 052/555-397;052/434-170;ured@os-talijanska-bparentin-porec.skole.hr;http://www.os-talijanska-bparentin-porec.skole.hr/;NA
OSNOVNA ŠKOLA FINIDA;Osnovna škola;Matična škola;NA;18-068-006;0-0;Istarska;Rovinjska ulica broj 12;52440  Poreč - Parenzo; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Anita  Sijerković Radin;052/448-342, 052/ 730-126;NA;ured@os-finida-porec.skole.hr;NA;NA
OSNOVNA ŠKOLA ŠIJANA PULA;Osnovna škola;Matična škola;NA;18-069-001;0-0;Istarska;43. Istarske divizije 5;52100  Pula; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Alma  Tomljanović;052/ 382020 , 052/500-301 , 052/500-302 , 052/214-305;052/500-301;os-sijana.pu@skole.hr;NA;  OSNOVNA ŠKOLA ŠIJANA PULA - Područna škola Muntić   , Muntić 80, 52206 Muntić ,   OSNOVNA ŠKOLA ŠIJANA PULA - Područna škola Valtura   , VALTURA 71 a, 52100 Valtura
Osnovna škola Stoja;Osnovna škola;Matična škola;NA;18-069-002;0-0;Istarska;Brijunska 5;52100  Pula; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Zoran  Bjelopetrović;052/382-174 , 052/382-175;052/386-684 , 052/386-685 , 052/382-151;ured@os-stoja-pu.skole.hr , ured@os-stoja-pu.skole.hr , ured@os-stoja-pu.skole.hr;NA;NA
Osnovna škola Centar;Osnovna škola;Matična škola;NA;18-069-003;0-0;Istarska;DANTEOV TRG 2;52100  Pula; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Loreta  Ribarić;052/222-248 , 052/216-932;052 394-864;ured@os-centar-pu.skole.hr;NA;NA
Osnovna škola -  Scuola elementare Giuseppina Martinuzzi Pula-Pola;Osnovna škola;Matična škola;NA;18-069-004;0-0;Istarska;SANTORIOVA 1;52100  Pula; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Susanna  Cerlon;052/543-388 , 052/543-388 , 052/214980 , 052/540-020;052/540-928;martinuzzi@os-giuseppina-martinuzzi-pu.skole.hr;NA;  Osnovna škola – Scuola elementare Giuseppina Martinuzzi Pula-Pola – Područna škola Galižana   , Michele della Vedova 120, 52216 Galižana ,   Osnovna škola – Scuola elementare Giuseppina Martinuzzi Pula-Pola – Područna škola Šišan   , ŠIŠAN, G. DOBRAN 14, 52100 Šišan
OSNOVNA ŠKOLA TONE PERUŠKA PULA;Osnovna škola;Matična škola;NA;18-069-005;0-0;Istarska;POLJANA SV. MARTINA 6;52100  Pula; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Kristijan  Cinkopan;052/540-146 , 052/540-532;052/218-560;ured@os-tperuska-pu.skole.hr;NA;NA
OSNOVNA ŠKOLA KAŠTANJER PULA;Osnovna škola;Matična škola;NA;18-069-006;0-0;Istarska;RIMSKE CENTURIJACIJE 29;52100  Pula; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Nada  Crnković;052/543-792, 543-958 , 052/543-792 (2) , 052/381-644 , 052/381-644, 382-022;052/635-043;ured@os-kastanjer-pu.skole.hr;NA;NA
OSNOVNA ŠKOLA VIDIKOVAC;Osnovna škola;Matična škola;NA;18-069-007;0-0;Istarska;VLADIMIRA NAZORA 49;52100  Pula; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Predrag  Dukić;052-382-177 , 052-555-566 , 052/211-797 , 052/211-797 , 052/210-515 , 052/380-399;052/214-316;ured@os-vidikovac-pu.skole.hr;os-vidikovac-pu.skole.hr;NA
Osnovna škola Monte Zaro;Osnovna škola;Matična škola;NA;18-069-008;0-0;Istarska;USPON RUĐERA BOŠKOVIĆA 24;52100  Pula; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Branka  Sironić;052/217-042 , 052/381-233 , 052 211-490 , 052/217-048;052/217-042;ured@os-mzaro-pu.skole.hr;https://www./os-mzaro-pu.skole.hr;NA
OSNOVNA ŠKOLA VERUDA PULA;Osnovna škola;Matična škola;NA;18-069-009;0-0;Istarska;BANOVČEVA 27;52100  Pula; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Anita  Mokorić Brščić;052/544 410 , 052/223-895 , 052/218-574;052/223-731;ured@os-veruda-pu.skole.hr;NA;NA
Osnovna škola Veli Vrh Pula;Osnovna škola;Matična škola;NA;18-069-010;0-0;Istarska;Josipa Zahtile 1;52100  Pula; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Ileana  Zahtila Blašković;052/380848 , 052/380848 , 052/382375;052/534541;ured@os-veli-vrh-pu.skole.hr;www.os-veli-vrh-pu.skole.hr;  Osnovna škola Veli Vrh Pula - Područna škola Štinjan   , ŠTINJAN, 52100 Pula
Škola za odgoj i obrazovanje - Pula;Osnovna škola, Posebna ustanova odgoja i obrazovanja, Srednja škola;Matična škola;NA;18-069-011;0-0;Istarska;ROVINJSKA 6;52100  Pula; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Višnja  Popović;052/ 212-339 , 052/223-434;052/212-339;ured@ss-odgoj-obrazovanje-pu.skole.hr , skoo.pula@gmail.com;http://ss-odgoj-obrazovanje-pu.skole.hr/;NA
"Talijanska osnovna škola - Scuola elementare italiana ""Bernardo Benussi"" Rovinj - Rovigno";Osnovna škola;Matična škola;NA;18-072-001;0-0;Istarska;OMLADINSKA 20;52210  Rovinj; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Tiziana  Zovich Stanić;052/813-131 , 052/840-636 , 052/816-040;052/840-461;sei.rovigno.001@gmail.com , ured@os-talijanska-bbenussi-rovinj.skole.hr;NA;  Talijanska  osnovna  škola  Bernardo  Benussi  Rovinj - Područna škola Bale   , DOMENICO CERNECCA 3, 52211 Bale
"Osnovna škola Vladimira Nazora - Scuola elementare ""Vladimir Nazor""";Osnovna škola, Umjetnička škola;Matična škola;NA;18-072-002;0-0;Istarska;EDMONDA DE AMICISA 31;52210  Rovinj; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Bojan  Burić;099 600 2735 , 052/811-271, 841-460 , 052/811-271 , 052/816-612 , 052/814-176, 841-460;052/811-271,  814-176;ured@os-vnazora-rovinj.skole.hr;NA;  Osnovna glazbena škola pri Osnovnoj školi Vladimira Nazora   , EDMONDO DE AMICISA 31, 52210 Rovinj
Osnovna škola Jurja Dobrile Rovinj;Osnovna škola, Posebna ustanova odgoja i obrazovanja;Matična škola;NA;18-072-003;0-0;Istarska;STANKA PAULETIĆA 8;52210  Rovinj; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Marin  Mihovilović;052/840-621 , 052/811-153 , 052/811-153 , 052/813-563 , 052/830-174;NA;ured@os-jdobrile-rovinj.skole.hr;NA;  Osnovna škola Jurja Dobrile Rovinj - Područna škola Bale   , Domenico Cernecca 3, 52211 Bale ,   Osnovna škola Jurja Dobrile Rovinj - Područna škola Rovinjsko Selo   , Rovinjsko Selo, 52210 Rovinjsko Selo
Osnovna škola Jure Filipovića Barban;Osnovna škola;Matična škola;NA;18-479-001;0-0;Istarska;BARBAN 150;52207  Barban; Potraži na karti školu...        ili   Potraži na karti adresu...  ;NA;052-544-357 , 052/567-537 , 052/567-537 , 052/567-175 , 052/544-356;NA;ured@os-barban.skole.hr;http//www.os-barban.skole.hr ;NA
OSNOVNA ŠKOLA PETRA STUDENCA Kanfanar;Osnovna škola;Matična škola;NA;18-484-001;0-0;Istarska;Dvigradska 3;52352  Kanfanar; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Ivor  Kuček;052/825-022 , 052/840-407;052/825-022;ured@os-pstudenca-kanfanar.skole.hr , os-p.studenca@pu.t-com.hr;NA;  OSNOVNA ŠKOLA PETRA STUDENCA Kanfanar - Područna škola Sošići   , Matuhanci 1, 52352 Kanfanar
Osnovna škola Ivan Goran Kovačić Čepić;Osnovna škola;Matična škola;NA;18-485-001;0-0;Istarska;Purgarija Čepić 1;52232  Purgarija Čepić; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Mirela  Vidak;052/867-723;052/885-040;ured@os-igkovacic-cepic.skole.hr;NA;  Osnovna škola Ivan Goran Kovačić Čepić - Područna škola Kršan   , PRISTAV 38, 52232 Kršan ,   Osnovna škola Ivan Goran Kovačić Čepić - Područna škola Šušnjevica   , Šušnjevica 6, 52233 Šušnjevica
Osnovna škola Vladimira Nazora Potpićan;Osnovna škola;Matična škola;NA;18-485-002;0-0;Istarska;POTPIĆAN, Dumbrova 12;52333  Potpićan; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Nada  Peršić;052/867-425 , 052/867-425 , 052/867-317;052/885-051;ured@os-vnazora-potpican.skole.hr;http://os-vnazora-potpican.skole.hr/;  Osnovna škola Vladimira Nazora - Područna škola Pićan   , PIĆAN 1, 52332 Pićan ,   Osnovna škola Vladimira Nazora - Područna škola Sveta Katarina   , SVETA KATARINA  111, 52332 Sveta Katarina
Osnovna škola Ivana Batelića - Raša;Osnovna škola;Matična škola;NA;18-486-001;0-0;Istarska;IVAN BATELIĆ 1;52223  Raša; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Greis  Franković;052/874-279, 874-122 , 052/874-012;NA;ured@os-ibatelica-rasa.skole.hr;http://os-ibatelica-rasa.skole.hr;NA
Osnovna škola Joakima Rakovca;Osnovna škola;Matična škola;NA;18-490-001;0-0;Istarska;GRADSKI TRG 1;52448  Sveti Lovreč Pazenatički; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Mladen  Majušević;052/448-104 , 052/448-512;052/448-266;ured@os-jrakovca-svlovrecpazenaticki.skole.hr ;http://os-jrakovca-svlovrecpazenaticki.skole.hr/;NA
Osnovna škola Marčana;Osnovna škola;Matična škola;NA;18-491-001;0-0;Istarska;MARČANA 166;52206  Marčana; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Nensi  Kaluđerović;052/571-166 , 052/571-166;052/571-310;ured@os-marcana.skole.hr;NA;NA
OSNOVNA ŠKOLA VLADIMIRA NAZORA - KRNICA;Osnovna škola;Matična škola;NA;18-491-002;0-0;Istarska;KRNICA 87;52208  Krnica; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Romana  Percan;052/ 556-420 , 052/556-015 , 052/556-015     052/556-420;052/556-015;ured@os-vnazora-krnica.skole.hr;http://os-vnazora-krnica.skole.hr/;  OSNOVNA ŠKOLA VLADIMIRA NAZORA - KRNICA - Područna škola Rakalj   , MATE BALOTE 1, 52208 Rakalj
Osnovna škola Divšići;Osnovna škola;Matična škola;NA;18-491-003;0-0;Istarska;DIVŠIĆI 5;52206  Divšići; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Emilijana  Fabijančić;052/580-405 , 052/580-432 , 052/388-749;052/580-405;skola.divsici@gmail.com , ured@os-divsici.skole.hr;http://os-divsici.skole.hr/;NA
Osnovna škola dr Mate Demarina;Osnovna škola;Matična škola;NA;18-492-001;0-0;Istarska;MUNIDA 3;52203  Medulin; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Emanuela  Pinzan Chiavalon;052/576-005 , 052/576-005 , 052/576-324;NA;ured@os-mdemarina-medulin.skole.hr;NA;  Osnovna škola dr Mate Demarina - Područna škola Ližnjan   , LIŽNJAN 139, 52203 Ližnjan ,   Osnovna škola dr Mate Demarina - Područna škola Šišan   , G. Dobran 14, 52100 Šišan
Osnovna škola Vitomir Širola - Pajo;Osnovna škola;Matična škola;NA;18-494-001;0-0;Istarska;NEDEŠĆINA 103;52231  Nedešćina; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Klara  Švraka;052/865-005 , 052/865-005 , 052/865-605;052/865-605;osnedescina@gmail.com , ured@os-vspajo-nedescina.skole.hr , klara.svrakavskole.hr;NA;  Osnovna škola Vitomir Širola - Pajo   - Područna škola Sveti Martin   , MARTINSKI, 52231 Martinski
Osnovna škola - scuola elementare RIVARELA;Osnovna škola, Umjetnička škola;Matična škola;NA;18-495-001;0-0;Istarska;EMONIJSKA 4;52466  Novigrad; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Davorka  Parmač;052/757-005, 758-602 , 052/757-005 , 052/757-005 , 052/758-602;052/757-218;ured@os-rivarela-novigrad.skole.hr;NA;  Osnovna glazbena škola pri Osnovnoj školi RIVARELA   , EMONIJSKA 4, 52466 Novigrad
Talijanska osnovna škola, Scuola elementare italiana, Novigrad - Cittanova;Osnovna škola;Matična škola;NA;18-495-002;0-0;Istarska;EMONIJSKA 2;52466  Novigrad; Potraži na karti školu...        ili   Potraži na karti adresu...  ;NA;052/757-007, 758-755 , 052/757-007 , 052/757-007 , 052/098 216-286;052/758-755;ured@os-talijanska-novigrad.skole.hr;www.os-talijanska-novigrad.skole.hr;NA
Osnovna škola - Scuola elementare Milana Šorga Oprtalj - Portole;Osnovna škola;Matična škola;NA;18-496-001;0-0;Istarska;Matka Laginje 25.;52428  Oprtalj; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Ljubica  Puškar;052/644-010 , 052/644-040;052/644-040;ured@os-msorga-oprtalj.skole.hr;www.os-msorga-oprtalj.skole.hr;NA
OSNOVNA ŠKOLA SVETVINČENAT;Osnovna škola;Matična škola;NA;18-499-001;0-0;Istarska;SVETVINČENAT 98;52342  Svetvinčenat; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Silvija  Jeromela Obrovac;052/560-001 , 052/560-001 , 052/560-001;052/560-001;ured@os-svetvincenat.skole.hr;http://os-svetvincenat.skole.hr/;NA
Osnovna škola JURŠIĆI;Osnovna škola;Matična škola;NA;18-499-002;0-0;Istarska;JURŠIĆI 21;52342  Juršići; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Luciana  Butković;052/579-054 , 052/579-054 , 052/579-054;NA;ured@os-jursici.skole.hr;NA;NA
Osnovna škola Marije i Line;Osnovna škola, Umjetnička škola;Matična škola;NA;18-501-001;0-0;Istarska;ŠKOLSKA 14;52470  Umag – Umago; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Sanja  Zakinja;052/741-497 , 052/741-497 , 052/741-497;052/751-472;ured@os-marijeiline-umag.skole.hr , os-mil@hi.t-com.hr;www.os-marijeiline-umag.skole.hr ;"  Osnovna škola Marije i Line, Scuola elementare ""Marija i Lina"" - Područna škola Babići   , BABIĆI 11 A, 52470 Babići ,   Osnovna škola Marije i Line, Scuola elementare ""Marija i Lina"" - Područna škola Bašanija   , BAŠANIJA, ISTARSKA 14, 52475 Bašanija ,   Osnovna škola Marije i Line, Scuola elementare ""Marija i Lina"" - Područna škola Juricani   , JURICANI 2, 52470 Juricani ,   Osnovna škola Marije i Line, Scuola elementare ""Marija i Lina"" - Područna škola Kmeti   , KMETI 23, 52470 Kmeti ,   Osnovna škola Marije i Line, Scuola elementare ""Marija i Lina"" - Područna škola Murine   , PRVA ULICA 3, 52470 Murine ,   Osnovna škola Marije i Line, Scuola elementare ""Marija i Lina"" - Područna škola Petrovija   , UMAŠKA 14, 52470 Petrovija"
Talijanska osnovna škola Galileo Galilei;Osnovna škola;Matična škola;NA;18-501-002;0-0;Istarska;EDOARDA PASCALIA 2 A;52470  Umag – Umago; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Arden  Sirotić;052/720-372 , 052/720-372 , 052/741-283 , 052/742-370;052/741-283;sei.umago@os-talijanska-ggalilei-umag.skole.hr , talijan-os-skola@pu.t-com.hr;www.os-talijanska-ggalilei-umag.skole.hr;  Talijanska osnovna škola Galileo Galilei - Područna škola Bašanija   , BAŠANIJA bb, 52475 Bašanija
OSNOVNA ŠKOLA JOŽE ŠURANA VIŠNJAN;Osnovna škola;Matična škola;NA;18-502-001;0-0;Istarska;ISTARSKA 2;52463  Višnjan; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Predrag  Brkić;052/449-106 , 052/449-106 , 052/449-161;052/427-686;visnjan@os-jsurana-visnjan.skole.hr;http://os-jsurana-visnjan.skole.hr/;  OSNOVNA ŠKOLA JOŽE ŠURANA VIŠNJAN - Područna škola Kaštelir   , Brnobići 39, 52464 Kaštelir ,   OSNOVNA ŠKOLA JOŽE ŠURANA VIŠNJAN - Područna škola Vižinada   , Vižinada 48a, 52447 Vižinada
OSNOVNA ŠKOLA VODNJAN - SCUOLA ELEMENTARE DIGNANO;Osnovna škola;Matična škola;NA;18-504-001;0-0;Istarska;ŽUKA 6 - VIA DELLE GINESTRE 6;52215  Vodnjan-Dignano; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Barbara  Buršić-Križanac;052/511-327 , 052/511-327 , 052/511-455;052/511-327;ured@os-vodnjan.skole.hr;http://os-vodnjan.skole.hr/;NA
OSNOVNA ŠKOLA FAŽANA;Osnovna škola;Matična škola;NA;18-504-002;0-0;Istarska;PULJSKA 9;52212  Fažana; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Marijana  Starčić;052/521-011 , 052/521-011;052/521-011;os-fazana@os-fazana.tcloud.hr , os-fazana@os-fazana.tcloud.hr;os-fazana.skole.hr;  OSNOVNA ŠKOLA FAŽANA - Područna škola Peroj   , Peroj b.b., 52212 Peroj
Osnovna škola Vladimira Nazora;Osnovna škola;Matična škola;NA;18-505-001;0-0;Istarska;Rade Končara 72;52450  Vrsar; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Debora  Cukola Zeneral;052/441-306, 441-425 , 052/441-306;NA;ured@os-vnazora-vrsar.skole.hr;http://os-vnazora-vrsar.skole.hr/;NA
Osnovna škola Vladimira Gortana;Osnovna škola;Matična škola;NA;18-506-001;0-0;Istarska;9. RUJNA 2;52341  Žminj; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Miranda  Damijanić Roce;052/846-630 , 052/840-658;NA;ravnatelj@os-vgortan-zminj.skole.hr , ured@os-vgortan-zminj.skole.hr;NA;  Osnovna škola Vladimira Gortana - Područna škola Cere   , CERE 1A, 52341 Cere ,   Osnovna škola Vladimira Gortana - Područna škola Sutivanac   , Cvitići 27, 52341 Žminj
