"Šifra";"Naziv";"Župnija";"Poštanski Broj";"Mjesto";"Adresa";"Tip Ustanove";"Osnivač";"Ravnatelj";"Telefon";"Faks";"e Pošta";"Web"
"14-388-003";"Osnovna škola Lug - Laskói Általános Iskola";"Osječko-baranjska županija";"31328";"Lug";"ŠKOLSKA 6";"Osnovna škola";"Osječko-baranjska županija";"Ana  Kovačević";"031/754-256, 031/754-002, 031/754-002, 031/754-191";"031/754-257";"oslug@os-lug.skole.hr";"http://os-lug.skole.hr/"
"14-389-001";"Osnovna škola Draž";"Osječko-baranjska županija";"31305";"Draž";"Ive Lole Ribara 1";"Osnovna škola";"Osječko-baranjska županija";"Mato  Barišić";"031/736-359";"031/736-359";"os-draz@os-draz.skole.hr";"http://os-draz.skole.hr/"
"14-390-001";"Osnovna škola Darda";"Osječko-baranjska županija";"31326";"Darda";"ŠKOLSKA 9";"Osnovna škola";"Osječko-baranjska županija";"Janoš  Boni";"031/740-519, 031/740-519, 031/740-980";"031/740-699";"ured@os-darda.skole.hr";"http://os-darda.skole.hr/"
"14-391-001";"Osnovna škola Ivana Kukuljevića";"Osječko-baranjska županija";"31551";"Belišće";"KRALJA TOMISLAVA 196";"Osnovna škola";"Osječko-baranjska županija";"Darko  Kovač";"031/664-233, 031/665-117, 031/662-777, 031/663-730, 031/665-118";"031/665-233";"ured@os-ikukuljevica-belisce.skole.hr";"www.os-ikukuljevica-belisce.skole.hr"
"14-392-001";"Osnovna škola Bratoljuba Klaića";"Osječko-baranjska županija";"31222";"Bizovac";"Ulica Dr. Franje Tuđmana 1.";"Osnovna škola";"Osječko-baranjska županija";"Ante  Lovrinčević";"031/675-315, 031/675-315, 031/675-688";"031/675-688";"tajnistvo@os-bklaica-bizovac.skole.hr";"http://os-bklaica-bizovac.skole.hr/"
"14-393-001";"Osnovna škola Vladimir Nazor";"Osječko-baranjska županija";"31431";"Čepin";"KALNIČKA 17";"Osnovna škola";"Osječko-baranjska županija";"Ilija  Pavić";"031/383-456, 031/383-456, 031/383-455";"031/383-455";"skola@os-vnazor-cepin.skole.hr";"http://os-vnazor-cepin.skole.hr/"
"14-393-002";"Osnovna škola Miroslava Krleže";"Osječko-baranjska županija";"31431";"Čepin";"KRALJA ZVONIMIRA 100";"Osnovna škola";"Osječko-baranjska županija";"Branka  Mack-Savanović";"031/382-602, 031/382-603, 031 381-390";"031/382-602";"ured@os-mkrleze-cepin.skole.hr";""
"14-394-001";"Osnovna škola Ernestinovo";"Osječko-baranjska županija";"31215";"Ernestinovo";"Školska 1";"Osnovna škola";"Osječko-baranjska županija";"Damir  Škrlec";"031/270-213, 031/270-810";"031/270-213";"ured@os-ernestinovo.skole.hr";""
"14-394-002";"Osnovna škola Laslovo";"Osječko-baranjska županija";"31214";"Laslovo";"Školska  ulica  1";"Osnovna škola";"Osječko-baranjska županija";"Silvija  Bocka";"031-289-800, 031/289-003, 031/289-801";"031/289-003";"ured@os-laslovo-korog.skole.hr";"www.os-laslovo-korog.skole.hr"
"14-395-001";"Osnovna škola Gorjani";"Osječko-baranjska županija";"31422";"Gorjani";"BOLOKAN 20";"Osnovna škola";"Osječko-baranjska županija";"Damir  Jukić";"031/853-009, 031/853-512";"031/853-009";"osgorjani@os-gorjani.skole.hr";"http://os-gorjani.skole.hr"
"14-396-001";"Osnovna škola Josip Kozarac";"Osječko-baranjska županija";"31424";"Josipovac Punitovački";"Braće Banas 2";"Osnovna škola";"Osječko-baranjska županija";"Darko  Ocvirk";"031/861-650, 031/861-313, 031/861-651, 031/861-040, 031/861-640";"";"skola@os-jkozarac-josipovac-punitovacki.skole.hr";"http://os-jkozarac-josipovac-punitovacki.skole.hr/"
"14-397-001";"Osnovna škola Drenje";"Osječko-baranjska županija";"31418";"Drenje";"Ljudevita Gaja 28";"Osnovna škola";"Osječko-baranjska županija";"Darko  Čota";"031862004";"031862257";"osdrenje@os-drenje.skole.hr";"http://os-drenje.skole.hr/"
"14-398-001";"Osnovna škola Ivane Brlić Mažuranić";"Osječko-baranjska županija";"31224";"Koška";"TRG DR. FRANJE TUĐMANA 5";"Osnovna škola";"Osječko-baranjska županija";"Miroslav  Čukić";"031 834 091, 031 681 769, 031 681 066, 031 681 768";"031 681 768, 031 681 066";"ured@os-ibmazuranic-koska.skole.hr, miroslav.cukic@skole.hr, silvija.kovacevic3@skole.hr, ljerka.drca@skole.hr, zaklina.krulic@skole.hr, os-i.b.mazuranic@os.t-com.hr";"http://www.os-ibmazuranic-koska.skole.hr"
"14-399-001";"Osnovna škola Petrijevci";"Osječko-baranjska županija";"31208";"Petrijevci";"REPUBLIKE 110 A";"Osnovna škola";"Osječko-baranjska županija";"Susana  Dundović";"031/395-045, 031/395-045, 031/395-747";"031/395-747";"tajnistvo@os-petrijevci.skole.hr";"http://os-petrijevci.skole.hr/"
"14-401-001";"Osnovna škola Josipa Jurja Strossmayera";"Osječko-baranjska županija";"31411";"Trnava";"BRAĆE RADIĆA 1";"Osnovna škola";"Osječko-baranjska županija";"Katica  Vračević";"031/863-043, 031/863-043, 031/863-256";"031/863-209";"ured@os-jjstrossmayer-trnava.skole.hr";"http://www.os-jjstrossmayer-trnava.skole.hr/"
"14-402-001";"Osnovna škola Josipa Kozarca";"Osječko-baranjska županija";"31402";"Semeljci";"ŠKOLSKA 21";"Osnovna škola";"Osječko-baranjska županija";"Ružica  Primorac";"031/856-840, 031/856-081, 031/856-740, 031/856-841";"031/856-855";"skola@os-jkozarca-semeljci.skole.hr";""
"14-403-001";"Osnovna škola Ivana Brlić Mažuranić";"Osječko-baranjska županija";"31410";"Strizivojna";"BRAĆE RADIĆ 166";"Osnovna škola";"Osječko-baranjska županija";"Robert  Francem";"031/831-091, 031/831-357";"031/831-091";"ured@os-ibmazuranic-strizivojna.skole.hr";""
"14-404-001";"Osnovna škola Silvije Strahimir Kranjčević";"Osječko-baranjska županija";"31416";"Levanjska Varoš";"GLAVNA 62";"Osnovna škola";"Osječko-baranjska županija";"Nataša  Šego";"031/864-003, 031/864-369";"031/864-003";"ured@os-sskranjcevic-levanjska-varos.skole.hr";"os-sskranjcevic-levanjska-varos.skole.hr"
"14-405-001";"Osnovna škola Milka Cepelića";"Osječko-baranjska županija";"31403";"Vuka";"MILKA CEPELIĆA 1";"Osnovna škola";"Osječko-baranjska županija";"Danijel  Slobođanac";"031/389-213, 031/389-213";"";"ured@os-mcepelica-vuka.skole.hr";"http://os-mcepelica-vuka.skole.hr/skola"
"14-405-002";"Osnovna škola Mate Lovraka";"Osječko-baranjska županija";"31404";"Vladislavci";"KRALJA TOMISLAVA 75";"Osnovna škola";"Osječko-baranjska županija";"Marija  Poje";"031/391-016";"031/391-258";"ured@os-mlovraka-vladislavci.skole.hr";"http://os-mlovraka-vladislavci.skole.hr/"
"14-406-001";"OSNOVNA ŠKOLA LUKA BOTIĆ";"Osječko-baranjska županija";"31401";"Viškovci";"OMLADINSKA 4";"Osnovna škola";"Osječko-baranjska županija";"Ante  Lagator";"031/857-320, 031/857-022";"031/857-022";"os-viskovci@os-lbotic-viskovci.skole.hr, ured@os-lbotic-viskovci.skole.hr";"https://www.os-lbotic-viskovci.skole.hr"
"14-407-001";"Osnovna škola Matija Gubec";"Osječko-baranjska županija";"31542";"Magadenovac";"ŠKOLSKA 3";"Osnovna škola";"Osječko-baranjska županija";"Branko  Belcar";"031/647-160, 031/647-160, 031/647-120";"031/647-120";"ured@os-mgubec-magadenovac.skole.hr";"http://os-mgubec-magadenovac.skole.hr/"
"14-411-001";"Osnovna škola Dalj";"Osječko-baranjska županija";"31226";"Dalj";"ZAGREBAČKA 2B";"Osnovna škola";"Osječko-baranjska županija";"Marko  Stanić";"031/590-195, 031/592-155";"031/590-133";"ured@os-dalj.skole.hr";"http://os-dalj.skole.hr/"
"14-411-002";"Osnovna škola Bijelo Brdo";"Osječko-baranjska županija";"31204";"Bijelo Brdo";"Nikole Tesle 71";"Osnovna škola";"Osječko-baranjska županija";;"031/597-011, 031/597-011, 031/597-812";"031/597-011";"ured@os-bijelo-brdo.skole.hr";"www.os-bijelo-brdo.skole.hr"
"14-412-001";"Osnovna škola Antunovac";"Osječko-baranjska županija";"31216";"Antunovac";"ŠKOLSKA 15";"Osnovna škola";"Osječko-baranjska županija";"Tomislav  Duk";"031/278-899, 031/278-899, 031/278-899";"031/278-895";"ured@os-antunovac.skole.hr";"www.osantunovac.hr"
"14-485-001";"Osnovna škola Ante Starčevića Viljevo";"Osječko-baranjska županija";"31531";"Viljevo";"KRALJA TOMISLAVA 1";"Osnovna škola";"Osječko-baranjska županija";"Blaženka  Škrlec";"031/644-657, 031/644-444, 031/644-444, 098/630-073, 031/644-655";"031/644-640";"ured@os-astarcevica-viljevo.skole.hr";"os-astarcevica-viljevo.skole.hr"
"15-017-001";"OSNOVNA ŠKOLA ANTUNA MIHANOVIĆA PETROPOLJSKOG";"Šibensko-kninska županija";"22320";"Drniš";"ANTUNA MIHANOVIĆA 4";"Osnovna škola";"Šibensko-kninska županija";"Saša  Kolombo";"022/888-655, 022/886-039, 022/887-541";"022/887-541";"sasa.kolombo@gmail.com, skolaosdrnis@gmail.com";"http://os-ampetropoljskog-drnis.skole.hr/"
"15-036-001";"OSNOVNA ŠKOLA DOMOVINSKE ZAHVALNOSTI";"Šibensko-kninska županija";"22300";"Knin";"JOSIPA JOVIĆA 2";"Osnovna škola";"Šibensko-kninska županija";"Marija  Stojanović";"022/664715, 022/664-712";"022/660-210";"ured.ravnatelj@os-domovinske-zahvalnosti-kn.skole.hr, ured.ravnatelj@os-domovinske-zahvalnosti-kn.skole.hr";"http://os-domovinske-zahvalnosti-kn.skole.hr/"
"15-036-002";"OSNOVNA ŠKOLA DR. FRANJE TUĐMANA";"Šibensko-kninska županija";"22300";"Knin";"NELIPIĆEVA 2";"Osnovna škola";"Šibensko-kninska županija";"Silvijo  Norac-Kljajo";"022/460-414, 022/660-670";"022/660-670";"ured@os-drfranjetudmana-knin.skole.hr";"http://os-drfranjetudmana-knin.skole.hr/"
"15-081-001";"OSNOVNA ŠKOLA FAUSTA VRANČIĆA";"Šibensko-kninska županija";"22000";"Šibenik";"TRG IVANA GORANA KOVAČIĆA 2";"Osnovna škola";"GRAD ŠIBENIK";"Snježana  Ćaleta";"";"022/200-363";"fausta.vrancica@os-fvrancica-si.skole.hr";"www.os-fvrancica-si.skole.hr"
"15-081-002";"Osnovna škola Petra Krešimira IV.";"Šibensko-kninska županija";"22000";"Šibenik";"BANA JOSIPA JELAČIĆA 74";"Osnovna škola";"GRAD ŠIBENIK";"Žana  Lasinović Klarić";"022/219-365, 339-495";"022/219-510";"ured@os-petrakresimiracetvrtog-si.skole.hr";""
"15-081-003";"Osnovna škola JURJA ŠIŽGORIĆA";"Šibensko-kninska županija";"22000";"Šibenik";"STJEPANA RADIĆA 44A";"Osnovna škola";"GRAD ŠIBENIK";"Ivana  Rupić";"022/200 203, 022/218-636, 022/218-630";"022/218-636";"ured@os-jsizgorica-si.skole.hr";""
"15-081-004";"Osnovna škola JURJA DALMATINCA ŠIBENIK";"Šibensko-kninska županija";"22000";"Šibenik";"STIPE NINIĆA 27";"Osnovna škola, Umjetnička škola";"GRAD ŠIBENIK";"Natko  Duvnjak";"022 200-415, 022 200-416, 022 200-417, 022/212-452, 022/212-451, 022/200-410";"022/219-131";"ured@os-jdalmatinca-si.skole.hr, os-sibenik-004@skole.hr";"http://www.os-jdalmatinca-si.skole.hr/"
"15-081-005";"Osnovna škola Tina Ujevića";"Šibensko-kninska županija";"22000";"Šibenik";"Trg  Andrije Hebranga 11";"Osnovna škola";"GRAD ŠIBENIK";;"022/212-593, 022/331-343";"022/310-363";"ured@os-tujevica-si.skole.hr";""
"15-081-006";"OSNOVNA ŠKOLA VIDICI";"Šibensko-kninska županija";"22000";"Šibenik";"8.dalmatinske udarne brigade 2";"Osnovna škola";"GRAD ŠIBENIK";"Darko  Relja";"022/331-055, 022/331-055, 022/331-055, 022/ 339-960, 022/339-899";"022/339-899";"osvidici@os-vidici-si.skole.hr";""
"15-081-007";"Osnovna škola Vrpolje";"Šibensko-kninska županija";"22206";"Vrpolje";"Vrpoljačka cesta 153";"Osnovna škola";"GRAD ŠIBENIK";"Marija  Konjevoda";"022/565-776";"";"vrpolje007@os-vrpolje.skole.hr";""
"15-081-009";"Osnovna škola Brodarica";"Šibensko-kninska županija";"22010";"BRODARICA";"Gomljanik 100";"Osnovna škola";"GRAD ŠIBENIK";"Maja  Morić";"022/350-315, 022/351-208";"022 351-208";"ured@os-brodarica.skole.hr";""
"15-376-001";"Osnovna škola Kistanje";"Šibensko-kninska županija";"22305";"Kistanje";"Dr. Franje Tuđmana 81";"Osnovna škola";"Šibensko-kninska županija";"Sanja  Marasović Stručić";"763-600, 736-600";"763-052";"ured@os-kistanje.skole.hr";"www.os-kistanje.skole.hr"
"15-413-001";"OSNOVNA ŠKOLA PRIMOŠTEN";"Šibensko-kninska županija";"22202";"Primošten";"SPLITSKA 14";"Osnovna škola";"Šibensko-kninska županija";"Mirjana  Matić";"022/570-012, 022/571-812, 022/571-750";"022/570-012";"ured@os-primosten.skole.hr";"http://os-primosten.skole.hr/"
"15-413-002";"OSNOVNA ŠKOLA ROGOZNICA";"Šibensko-kninska županija";"22203";"Rogoznica";"ANTE STARČEVIĆA 76";"Osnovna škola";"Šibensko-kninska županija";"Diana  Goleš";"022/558-083, 022/558-429";"022/558-429";"osrogoznica@gmail.com, ured@os-rogoznica.skole.hr";""
"15-414-001";"OSNOVNA ŠKOLA SKRADIN";"Šibensko-kninska županija";"22222";"Skradin";"PUT KRIŽA 1";"Osnovna škola";"Šibensko-kninska županija";"Diana  Gaši";"022-771-630, 022/771-067";"022/771-631";"ured@os-skradin.hr";"www.os-skradin.skole.hr"
"15-415-001";"OSNOVNA ŠKOLA VJEKOSLAVA KALEBA";"Šibensko-kninska županija";"22240";"Tisno";"PUT LUKE BB";"Osnovna škola, Umjetnička škola";"Šibensko-kninska županija";"Sanda  Crvelin";"022/439-314, 022/438-634";"075/522-923";"ured@os-tisno.skole.hr";""
"15-415-002";"Osnovna škola MURTERSKI ŠKOJI";"Šibensko-kninska županija";"22243";"Murter";"Put  škole  10";"Osnovna škola";"Šibensko-kninska županija";"Ivana  Finka";"022/435-260, 022/435-505";"022/435-260";"ured@os-murterski-skoji.skole.hr, zeljka.radman1@skole.hr";""
"15-415-003";"OSNOVNA ŠKOLA PIROVAC";"Šibensko-kninska županija";"22213";"Pirovac";"PUT ŠKOLE 10";"Osnovna škola";"Šibensko-kninska županija";"Marina  Erak";"022/466-053, 022/467-005, 022/466-094, 022/466-083";"022/466-053";"ured@os-pirovac.skole.hr";"www.os-pirovac.skole.hr"
"15-416-001";"OSNOVNA ŠKOLA VODICE";"Šibensko-kninska županija";"22211";"Vodice";"MIĆIN STANKA 15";"Osnovna škola";"Šibensko-kninska županija";"Ivana  Mikulandra";"022/443-255, 022/441-093";"022/441-093";"vodice@os-vodice.skole.hr";"www.os-vodice.skole.hr"
"15-416-002";"OSNOVNA ŠKOLA ČISTA VELIKA";"Šibensko-kninska županija";"22214";"Čista Velika";"Čista Velika I. BB";"Osnovna škola";"Šibensko-kninska županija";"Marijan  Belamarić";"022/489-060, 022/489-098, 022/489-040, 022/215-512";"022/489-011";"ured@os-cista-velika.skole.hr";""
"15-419-001";"Osnovna škola Jakova Gotovca";"Šibensko-kninska županija";"22323";"Unešić";"PUT ŠKOLE 5";"Osnovna škola";"Šibensko-kninska županija";"Živko  Bulat";"022/860-625, 022/860-604";"022/860-604";"unesic@os-jgotovca-unesic.skole.hr";"os-jgotovca-unesic.skole.hr"
"16-088-001";"Osnovna škola Bartola Kašića";"Vukovarsko-srijemska županija";"32100";"Vinkovci";"Bartola Kašića 48";"Osnovna škola";"GRAD VINKOVCI";"Adrijana  Cvrković Lasić";"032/360-386";"032/360-386";"ured@os-bkasica-vk.skole.hr";"http://os-bkasica-vk.skole.hr"
"16-088-002";"OSNOVNA ŠKOLA JOSIPA KOZARCA, Vinkovci";"Vukovarsko-srijemska županija";"32100";"Vinkovci";"Hrvatskih žrtava 13";"Osnovna škola";"GRAD VINKOVCI";"Ivan  Županić";"032/332-459, 032/332-459, 032/332-667";"032/332-459";"josip.kozarac@os-jkozarca-vk.skole.hr";"http://os-jkozarca-vk.skole.hr/"
"16-088-003";"Osnovna škola Ivana Gorana Kovačića";"Vukovarsko-srijemska županija";"32100";"Vinkovci";"HRVATSKIH ŽRTAVA 11";"Osnovna škola";"GRAD VINKOVCI";"Mario  Lovrić";"032/332-390";"032/337-027";"ured@os-igkovacica-vk.skole.hr";"http://os-igkovacica-vk.skole.hr"
"16-088-004";"Osnovna škola Vladimira Nazora";"Vukovarsko-srijemska županija";"32100";"Vinkovci";"IVANA KUKULJEVIĆA SAKCINSKOG 46 A";"Osnovna škola";"GRAD VINKOVCI";"Damir  Burić";"032/308-393, 032/308-393";"032/308-393";"o.s.vladimira.nazora@vk.t-com.hr, vlana@os-vnazora-vk.skole.hr";"http://os-vnazora-vk.skole.hr/"
"16-088-005";"Osnovna škola Ivana Mažuranića";"Vukovarsko-srijemska županija";"32100";"Vinkovci";"S.S.Kranjčevića  2";"Osnovna škola";"GRAD VINKOVCI";"Marina  Markić";"032/339-593, 032/331-079, 032 337 806, 032 332 331, 032/332-350, 032/332-350, 032/337-805";"032/332-350";"ured@os-imazuranica-vk.skole.hr";"http://os-imazuranica-vk.skole.hr/"
"16-088-006";"Osnovna škola Nikole Tesle";"Vukovarsko-srijemska županija";"32100";"Mirkovci";"Trg Nikole Tesle 1";"Osnovna škola";"GRAD VINKOVCI";"Alen  Turjak";"";"032/326-044";"ntesle@os-mirkovci.skole.hr, os-mirkovci@vk.t-com.hr";""
"16-088-007";"Osnovna škola Antun Gustav Matoš";"Vukovarsko-srijemska županija";"32100";"Vinkovci";"OHRIDSKA 21";"Osnovna škola";"GRAD VINKOVCI";"Dario  Dragun";"032/303-698, 032/303-701, 032/303-699";"032/303-698";"agma@os-agmatos-vk.skole.hr";"http://os-agmatos-vk.skole.hr/"
"16-096-002";"Osnovna škola Dragutina Tadijanovića";"Vukovarsko-srijemska županija";"32000";"Vukovar";"204.vukovarske brigade 24A";"Osnovna škola, Umjetnička škola";"Grad Vukovar";"Lidija  Miletić";"032/ 450-306, 032/450-306";"032/443 033";"racunovodstvo@os-dtadijanovica-vu.skole.hr, ravnateljica@os-dtadijanovica-vu.skole.hr, tajnica@os-dtadijanovica-vu.skole.hr, skola@os-dtadijanovica-vu.skole.hr";"http://www.os-dtadijanovica-vu.skole.hr/"
"16-096-004";"Osnovna škola Nikole Andrića";"Vukovarsko-srijemska županija";"32000";"Vukovar";"VOĆARSKA 1";"Osnovna škola";"Grad Vukovar";"Josipa  Kotromanović Sauka";"032/416-824, 032/414-654";"032/414-655";"ured@os-nandrica-vu.skole.hr";"os-nandrica-vu.skole.hr"
"16-096-005";"OSNOVNA ŠKOLA MITNICA";"Vukovarsko-srijemska županija";"32000";"Vukovar";"FRUŠKOGORSKA 2";"Osnovna škola";"Grad Vukovar";"Dubravka  Lemac";"032/410-501, 412-914, 032/410-501, 412-914";"032/412-913";"ured@os-mitnica-vu.skole.hr";"www.os-mitnica-vu.skole.hr"
"16-096-006";"Osnovna škola Josipa Matoša";"Vukovarsko-srijemska županija";"32000";"Vukovar";"Petra Preradovića 40";"Osnovna škola";"Grad Vukovar";"Mirela  Posarić";"032/416-837, 032 413 822";"";"ured@os-jmatosa-vu.skole.hr, ured@os-jmatosa-vu.skole.hr";""
"16-096-008";"OSNOVNA ŠKOLA ANTUNA BAUERA";"Vukovarsko-srijemska županija";"32000";"Vukovar";"Augusta Šenoe 19";"Osnovna škola";"Grad Vukovar";"Zlatko  Milić";"414-649; 413-146 lok.5, 032/414-649 i 413-146, 032/414-649; 414-649   lokal 2, 3, 032/413-146; 414-649  lokal 4, 032/414-648";"032/414-930";"zlatko.milic@skole.hr, tajnistvo@os-abauera-vu.skole.hr";"http://os-abauera-vu.skole.hr"
"16-111-001";"Osnovna škola Ivana Kozarca Županja";"Vukovarsko-srijemska županija";"32270";"Županja";"DR. FRANJE RAČKOG 30";"Osnovna škola, Umjetnička škola";"Vukovarsko-srijemska županija";"Vladimir  Jozanović";"032/831-422, 032/831-422";"032/831-143";"ured@os-ikozarca-zu.skole.hr";"http://os-ikozarca-zu.skole.hr/"
"16-111-002";"Osnovna škola Mate Lovraka";"Vukovarsko-srijemska županija";"32270";"Županja";"A. STEPINCA 18";"Osnovna škola";"Vukovarsko-srijemska županija";"Marijan  Oršolić";"032-831-182, 032-831-110";"032-833-095";"os.mlovraka.zu@os-mlovraka-zu.skole.hr";"http://os-mlovraka-zu.skole.hr/"
"16-111-004";"Osnovna škola Ivana Martinovića";"Vukovarsko-srijemska županija";"32274";"Štitar";"ŠKOLSKA 23";"Osnovna škola";"Vukovarsko-srijemska županija";"Marija  Klarić Brdarić";"032-847-901, 095-805-1708, 032/524-433, 032/847-006, 032/847-994";"";"ured@os-imartinovica.skole.hr";""
"16-420-001";"Osnovna škola fra Bernardina Tome Leakovića";"Vukovarsko-srijemska županija";"32275";"Bošnjaci";"BRAĆE RADIĆA 38 A";"Osnovna škola";"Vukovarsko-srijemska županija";"Marko  Kovačević";"032/845-502, 032/845-502, 032/845-502, 032/845-502";"";"marko.kovacevic3@skole.hr, ured@os-btleakovica-bosnjaci.skole.hr";""
"16-421-001";"Osnovna škola Siniše Glavaševića";"Vukovarsko-srijemska županija";"32010";"Vukovar";"Dr. Ante Starčevića 5";"Osnovna škola";"Grad Vukovar";"Slavica  Mišić";"032/422-848, 032/421-148, 032/422-847, 032/421-346";"";"ured@os-sinise-glavasevica-vu.skole.hr";"www.os-sinise-glavasevica-vu.skole.hr"
"16-421-002";"Osnovna škola Blage Zadre";"Vukovarsko-srijemska županija";"32010";"Vukovar";"MARKA MARULIĆA 2";"Osnovna škola";"Grad Vukovar";"Tihomir  Hideg";"032/425-728";"032/427-816";"ured@os-blage-zadre-vu.skole.hr";""
"16-421-003";"Osnovna škola BOROVO";"Vukovarsko-srijemska županija";"32227";"Borovo";"TRG PALIH BORACA 30";"Osnovna škola";"Vukovarsko-srijemska županija";;"032/438-726, 032/439-636, 032/439-636";"032/438-726 ; 032/439-636";"ured@os-borovo.skole.hr, os-borovo@vk.ht.hr";""
"16-422-001";"Osnovna škola Matija Antun Reljković";"Vukovarsko-srijemska županija";"32272";"Cerna";"Šetalište dr. Franje Tuđmana 3";"Osnovna škola";"Vukovarsko-srijemska županija";"Mato  Bošković";"032/844-948, 032/843-788, 032/843-788, 032/844-241";"032/844-949";"ured@os-mareljkovic-cerna.skole.hr, os.cerna001@gmail.com";"http://os-mareljkovic-cerna.skole.hr/"
"16-423-001";"Osnovna škola GRADIŠTE";"Vukovarsko-srijemska županija";"32273";"Gradište";"Kolodvorska 27";"Osnovna škola";"Vukovarsko-srijemska županija";"Mario  Dominković";"032/ 842-980, 032/ 842-994, 032/ 842-995, 032/ 842-979";"075/ 802-679";"ured@os-gradiste.skole.hr";"http://os-gradiste.skole.hr/"
"16-424-001";"Osnovna škola Antun i Stjepan Radić";"Vukovarsko-srijemska županija";"32260";"Gunja";"MIROSLAVA KRLEŽE 2";"Osnovna škola";"Vukovarsko-srijemska županija";"Stipica  Mišura";"032/881-115, 032/882-252";"032/883795";"ured@os-antunistjepanradic-gunja.skole.hr";"http://os-antunistjepanradic-gunja.skole.hr/, https://www.facebook.com/OSGunja/"
"16-425-001";"Osnovna škola Franjo Hanaman";"Vukovarsko-srijemska županija";"32257";"Drenovci";"ISTREV 2";"Osnovna škola";"Vukovarsko-srijemska županija";"Marijana  Raguž";"098/269-732, 099/ 736-0436, 099/ 264-3473, 032/862-834, 032/861-725";"032/862-891";"ured@os-fhanaman-drenovci.skole.hr";""
