naziv;opis;sifra;podsifra;zupanija;mjesto;e_mail;web;url
Osnovna škola Ivana Filipovića;Osnovna škola;21-114-030;0-0;Grad Zagreb;10000  Zagreb;info@os-ifilipovica-zg.skole.hr;NA;www.os-ifilipovica-zg.skole.hr
OSNOVNA ŠKOLA MARKUŠEVEC;Osnovna škola;21-114-031;0-0;Grad Zagreb;10040  Zagreb;ured@os-markusevec-zg.skole.hr;http://www.os-markusevec-zg.skole.hr/;http://www.os-markusevec-zg.skole.hr/
OSNOVNA ŠKOLA JORDANOVAC;Osnovna škola;21-114-032;0-0;Grad Zagreb;10000  Zagreb;racunovodstvo@os-jordanovac-zg.skole.hr , ured@os-jordanovac-zg.skole.hr;http://os-jordanovac-zg.skole.hr/;http://os-jordanovac-zg.skole.hr/
OSNOVNA ŠKOLA BUKOVAC;Osnovna škola;21-114-033;0-0;Grad Zagreb;10000  Zagreb; os-zagreb-033@os-bukovac-zg.skole.hr;http://os-bukovac-zg.skole.hr/;http://os-bukovac-zg.skole.hr/
Osnovna škola Gračani;Osnovna škola;21-114-034;0-0;Grad Zagreb;10000  Zagreb;ured@os-gracani-zg.skole.hr;http://os-gracani-zg.skole.hr/;http://os-gracani-zg.skole.hr/
OSNOVNA ŠKOLA IVANA GORANA KOVAČIĆA;Osnovna škola;21-114-035;0-0;Grad Zagreb;10000  Zagreb;osigk-zg@os-igkovacic-zg.skole.hr;NA;www.os-igkovacic-zg.skole.hr
OSNOVNA ŠKOLA MATKA LAGINJE;Osnovna škola;21-114-036;0-0;Grad Zagreb;10000  Zagreb;skola@os-mlaginje-zg.skole.hr;NA;www.os-mlaginje-zg.skole.hr
OSNOVNA ŠKOLA DR. IVAN MERZ;Osnovna škola;21-114-037;0-0;Grad Zagreb;10000  Zagreb;osmerz@os-imerz-zg.skole.hr;www.os-ivan-merz.hr;www.os-ivan-merz.hr
Osnovna škola Silvija Strahimira Kranjčevića;Osnovna škola;21-114-038;0-0;Grad Zagreb;10000  Zagreb;os-sskranjcevic-zg@os-sskranjcevic-zg.skole.hr;NA;www.os-sskranjcevic-zg.skole.hr
Osnovna škola Augusta Cesarca;Osnovna škola;21-114-039;0-0;Grad Zagreb;10000  Zagreb; acesarca@os-acesarca-zg.skole.hr     ;http://os-acesarca-zg.skole.hr/;http://os-acesarca-zg.skole.hr/
OSNOVNA ŠKOLA DOBRIŠE CESARIĆA;Osnovna škola;21-114-040;0-0;Grad Zagreb;10000  Zagreb;os.dobrise.cesarica@inet.hr;NA;https://www.os-dcesarica-zg.skole.hr/
OSNOVNA ŠKOLA ŽITNJAK;Osnovna škola;21-114-041;0-0;Grad Zagreb;10000  Zagreb;ured@os-zitnjak.skole.hr;NA;www.os-zitnjak.skole.hr
OSNOVNA ŠKOLA FRANA KRSTE FRANKOPANA;Osnovna škola;21-114-042;0-0;Grad Zagreb;10000  Zagreb;ured@os-fkfrankopana-zg.skole.hr , os-zagreb-042@skole.t-com.hr;NA;www.os-fkfrankopana-zg.skole.hr
Osnovna škola Lovre pl. Matačića;Osnovna škola;21-114-043;0-0;Grad Zagreb;10000  Zagreb;info@lovre-pl-matacica.hr , ravnatelj@os-lovre-pl-matacica.hr;NA;www.os-lovre-pl-matacica.hr
Osnovna škola Petra Preradovića;Osnovna škola;21-114-044;0-0;Grad Zagreb;10000  Zagreb;preradovic@os-ppreradovica-zg.skole.hr;http://www.os-ppreradovica-zg.skole.hr/;http://www.os-ppreradovica-zg.skole.hr/
Osnovna škola Dr. Vinka Žganca;Osnovna škola;21-114-045;0-0;Grad Zagreb;10000  Zagreb;ured@os-vzganca-zg.skole.hr;NA;www.os-vzganca-zg.skole.hr
Osnovna škola Dragutina Kušlana;Osnovna škola;21-114-046;0-0;Grad Zagreb;10000  Zagreb;ured@os-dkuslana-zg.skole.hr;NA;www.os-dkuslana-zg.skole.hr
OSNOVNA ŠKOLA VUKOMEREC;Osnovna škola;21-114-047;0-0;Grad Zagreb;10000  Zagreb;ured@os-vukomerec-zg.skole.hr;http://os-vukomerec-zg.skole.hr/;http://os-vukomerec-zg.skole.hr/
Osnovna škola Stenjevec;Osnovna škola;21-114-048;0-0;Grad Zagreb;10090  Zagreb;skola@os-stenjevec-zg.skole.hr;NA;www.os-stenjevec-zg.skole.hr
Osnovna škola Ante Kovačića;Osnovna škola;21-114-049;0-0;Grad Zagreb;10090  Zagreb;os.a.kovacica@zg.t-com.hr;os-akovacica-zg.skole.hr/;os-akovacica-zg.skole.hr/
Osnovna škola Dragutina Domjanića;Osnovna škola;21-114-050;0-0;Grad Zagreb;10090  Zagreb;ured@os-ddomjanica-zg.skole.hr;http://os-ddomjanica-zg.skole.hr/;http://os-ddomjanica-zg.skole.hr/
Osnovna škola Dragutina Tadijanovića;Osnovna škola;21-114-051;0-0;Grad Zagreb;10090  Zagreb;skola@os-dtadijanovica-zg.skole.hr;os-dtadijanovica-zg.skole.hr/;os-dtadijanovica-zg.skole.hr/
OSNOVNA ŠKOLA BANA JOSIPA JELAČIĆA;Osnovna škola;21-114-052;0-0;Grad Zagreb;10090  Zagreb;ured@os-bana-jjelacica-zg.skole.hr;www.os-bana-jjelacica-zg.skole.hr;www.os-bana-jjelacica-zg.skole.hr
OSNOVNA ŠKOLA GROFA JANKA DRAŠKOVIĆA;Osnovna škola;21-114-053;0-0;Grad Zagreb;10090  Zagreb;ured@os-grofa-jdraskovica-zg.skole.hr;http://www.os-grofa-jdraskovica-zg.skole.hr/ ;http://www.os-grofa-jdraskovica-zg.skole.hr/ 
OSNOVNA ŠKOLA TITUŠA BREZOVAČKOG;Osnovna škola;21-114-054;0-0;Grad Zagreb;10090  Zagreb;ured@os-tbrezovackog-zg.skole.hr;os-tbrezovackog-zg.skole.hr;os-tbrezovackog-zg.skole.hr
OSNOVNA ŠKOLA GORNJE VRAPČE;Osnovna škola;21-114-055;0-0;Grad Zagreb;10090  Zagreb;ured@os-gornjevrapce-zg.skole.hr;NA;www.os-gornjevrapce-zg.skole.hr
Osnovna škola Malešnica;Osnovna škola;21-114-056;0-0;Grad Zagreb;10090  Zagreb;ured@osmalesnica.hr;NA;www.osmalesnica.hr
OSNOVNA ŠKOLA AUGUSTA ŠENOE;Osnovna škola;21-114-057;0-0;Grad Zagreb;10000  Zagreb;ured@os-asenoe-zg.skole.hr , os.a.senoe@zg.t-com.hr;www.os-asenoe-zagreb.skole.hr;www.os-asenoe-zagreb.skole.hr
Osnovna škola Horvati;Osnovna škola;21-114-058;0-0;Grad Zagreb;10000  Zagreb;ured@os-horvati-zg.skole.hr;NA;www.os-horvati-zg.skole.hr
Osnovna škola kralja Tomislava;Osnovna škola;21-114-059;0-0;Grad Zagreb;10000  Zagreb;ured@os-kraljatomislava-zg.skole.hr;www.os-kraljatomislava-zg.skole.hr;www.os-kraljatomislava-zg.skole.hr
OSNOVNA ŠKOLA IVANA MEŠTROVIĆA;Osnovna škola;21-114-060;0-0;Grad Zagreb;10000  Zagreb;ured@os-imestrovica-zg.skole.hr;http://os-imestrovica-zg.skole.hr/;http://os-imestrovica-zg.skole.hr/
Osnovna škola Josipa Račića;Osnovna škola;21-114-063;0-0;Grad Zagreb;10000  Zagreb;franjo.gudelj@skole.hr , racic@os-jracica-zg.skole.hr;NA;www.os-jracica-zg.skole.hr
OSNOVNA ŠKOLA JULIJA KLOVIĆA;Osnovna škola;21-114-064;0-0;Grad Zagreb;10000  Zagreb; jklovic@os-jklovica-zg.skole.hr;www.os-jklovica-zg.skole.hr;www.os-jklovica-zg.skole.hr
Osnovna škola Prečko;Osnovna škola;21-114-065;0-0;Grad Zagreb;10000  Zagreb;zg.os.precko@gmail.com , ured@os-precko-zg.skole.hr;www.os-precko-zg.skole.hr;www.os-precko-zg.skole.hr
Osnovna škola Matije Gupca;Osnovna škola;21-114-066;0-0;Grad Zagreb;10000  Zagreb;ured@os-mgupca-zg.skole.hr;NA;www.os-mgupca-zg.skole.hr
Osnovna škola Rudeš;Osnovna škola;21-114-067;0-0;Grad Zagreb;10000  Zagreb;ured@os-rudes-zg.skole.hr;http://os-rudes-zg.skole.hr/;http://os-rudes-zg.skole.hr/
OSNOVNA ŠKOLA VOLTINO;Osnovna škola;21-114-068;0-0;Grad Zagreb;10000  Zagreb;os_voltino@inet.hr;NA;https://www.os-voltino.hr/
Osnovna škola Nikole Tesle;Osnovna škola;21-114-069;0-0;Grad Zagreb;10000  Zagreb;skola@os-ntesle-zg.skole.hr;NA;www.os-ntesle-zg.skole.hr
OSNOVNA ŠKOLA LJUBLJANICA ZAGREB;Osnovna škola;21-114-070;0-0;Grad Zagreb;10000  Zagreb;ljubljanica@os-ljubljanica-zg.skole.hr;os-ljubljanica-zg.skole.hr;os-ljubljanica-zg.skole.hr
Osnovna škola Alojzija Stepinca;Osnovna škola;21-114-071;0-0;Grad Zagreb;10000  Zagreb;ured@os-astepinca-zg.skole.hr;NA;www.os-astepinca-zg.skole.hr
Osnovna škola Vrbani;Osnovna škola;21-114-072;0-0;Grad Zagreb;10000  Zagreb;ured@os-vrbani-zg.skole.hr  , ured@osvrbani.hr;NA;www.os-vrbani-zg.skole.hr
OSNOVNA ŠKOLA CVJETNO NASELJE;Osnovna škola;21-114-073;0-0;Grad Zagreb;10000  Zagreb;oscvjetnonaselje@os-cvjetno-naselje-zg.skole.hr;NA;www.os-cvjetno-naselje-zg.skole.hr
OSNOVNA ŠKOLA JURE KAŠTELANA;Osnovna škola;21-114-074;0-0;Grad Zagreb;10000  Zagreb;os-jure-kastelana@zg.t-com.hr;http://os-jkastelana-zg.skole.hr/;http://os-jkastelana-zg.skole.hr/
OSNOVNA ŠKOLA GRIGORA VITEZA;Osnovna škola;21-114-075;0-0;Grad Zagreb;10000  Zagreb;tajnistvo@os-gviteza-zg.skole.hr;www.os-gviteza-zgskole.hr;www.os-gviteza-zgskole.hr
Osnovna škola Tina Ujevića;Osnovna škola;21-114-076;0-0;Grad Zagreb;10000  Zagreb;os.tina.ujevica@gmail.com , os.tina.ujevica@zg.t-com.hr , ured@os-tujevica-zg.skole.hr;www.os-tujevica-zg.skole.hr;www.os-tujevica-zg.skole.hr
Osnovna škola Rapska;Osnovna škola;21-114-077;0-0;Grad Zagreb;10000  Zagreb;ured@os-rapska-zg.skole.hr;NA;www.os-rapska-zg.skole.hr
Osnovna škola Marina Držića;Osnovna škola;21-114-078;0-0;Grad Zagreb;10000  Zagreb;ured@os-mdrzica-zg.skole.hr;NA;www.os-mdrzica-zg.skole.hr
OSNOVNA ŠKOLA DAVORINA TRSTENJAKA;Osnovna škola;21-114-079;0-0;Grad Zagreb;10000  Zagreb;ured@os-dtrstenjaka-zg.skole.hr , davorin.trstenjak2@gmail.com;NA;www.os-dtrstenjaka-zg.skole.hr
Osnovna škola Trnjanska;Osnovna škola;21-114-080;0-0;Grad Zagreb;10000  Zagreb;ured@os-trnjanska-zg.skole.hr;NA;www.os-trnjanska-zg.skole.hr
Osnovna škola Savski Gaj;Osnovna škola;21-114-081;0-0;Grad Zagreb;10020  Zagreb;informatika@os-savski-gaj-zg.skole.hr , ured@os-savski-gaj-zg.skole.hr;NA;www.os-savski-gaj-zg.skole.hr
Osnovna škola BRAĆE RADIĆ;Osnovna škola;21-114-082;0-0;Grad Zagreb;10020  Zagreb;os.brace.radic@os-brace-radic-zg.skole.hr;NA;www.os-brace-radic-zg.skole.hr
OSNOVNA ŠKOLA BREZOVICA;Osnovna škola;21-114-083;0-0;Grad Zagreb;10257  Brezovica;osbrezovica@os-brezovica.skole.hr;http://os-brezovica.skole.hr/;http://os-brezovica.skole.hr/
OSNOVNA ŠKOLA LUČKO;Osnovna škola;21-114-084;0-0;Grad Zagreb;10250  Lučko;ured@os-lucko.skole.hr;http://www.os-lucko.skole.hr;http://www.os-lucko.skole.hr
OSNOVNA ŠKOLA GUSTAVA KRKLECA;Osnovna škola;21-114-085;0-0;Grad Zagreb;10020  Zagreb;ured@os-gkrkleca-zg.skole.hr;http://os-gkrkleca-zg.skole.hr;http://os-gkrkleca-zg.skole.hr
Osnovna škola Ive Andrića;Osnovna škola;21-114-086;0-0;Grad Zagreb;10020  Zagreb;ured@os-iandrica-zg.skole.hr;http://www.os-iveandrica.hr;http://www.os-iveandrica.hr
I. osnovna  škola  Dugave;Osnovna škola;21-114-087;0-0;Grad Zagreb;10010  Zagreb;ured@os-prva-dugave-zg.skole.hr ;http://os-prva-dugave-zg.skole.hr/;http://os-prva-dugave-zg.skole.hr/
Osnovna škola Zapruđe;Osnovna škola;21-114-088;0-0;Grad Zagreb;10020  Zagreb;ured@os-zaprudje-zg.skole.hr;http://os-zaprudje-zg.skole.hr/;http://os-zaprudje-zg.skole.hr/
OSNOVNA ŠKOLA TRNSKO;Osnovna škola;21-114-089;0-0;Grad Zagreb;10020  Zagreb;ured@os-trnsko-zg.skole.hr;http://os-trnsko-zg.skole.hr/;http://os-trnsko-zg.skole.hr/
OSNOVNA ŠKOLA SVETA KLARA;Osnovna škola;21-114-090;0-0;Grad Zagreb;10020  Zagreb;svklara@os-sveta-klara.skole.hr;http://os-sveta-klara.skole.hr/;http://os-sveta-klara.skole.hr/
Osnovna škola MLADOST;Osnovna škola;21-114-091;0-0;Grad Zagreb;10010  Zagreb;ured@os-mladost-zg.skole.hr;http://www.os-mladost-zg.skole.hr/;http://www.os-mladost-zg.skole.hr/
Osnovna škola Stjepana Bencekovića;Osnovna škola;21-114-092;0-0;Grad Zagreb;10436  Horvati;ured@os-sbencekovica-horvati.skole.hr;http://os-sbencekovica.hr/;http://os-sbencekovica.hr/
OSNOVNA ŠKOLA ODRA;Osnovna škola;21-114-093;0-0;Grad Zagreb;10020  Zagreb;ured@os-odra-zg.skole.hr;www.os-odra.com;www.os-odra.com
Osnovna škola Većeslava Holjevca;Osnovna škola;21-114-094;0-0;Grad Zagreb;10020  Zagreb;os-zagreb-094@os-vholjevca-zg.skole.hr;http://www.os-vholjevca-zg.skole.hr/;http://www.os-vholjevca-zg.skole.hr/
Osnovna škola OTOK;Osnovna škola;21-114-095;0-0;Grad Zagreb;10010  Zagreb;otok@os-otok-zg.skole.hr;NA;www.os-otok-zg.skole.hr
OSNOVNA ŠKOLA FRANA GALOVIĆA;Osnovna škola;21-114-096;0-0;Grad Zagreb;10010  Zagreb;ured@os-fgalovica-zg.skole.hr;www.os-fgalovica-zg.skole.hr;www.os-fgalovica-zg.skole.hr
Prva katolička osnovna škola u Gradu Zagrebu;Osnovna škola;21-114-097;0-0;Grad Zagreb;10000  Zagreb;ured@prva-katolicka-zg.skole.hr;www.katolickaskola.com;www.katolickaskola.com
OSNOVNA ŠKOLA VUGROVEC-KAŠINA;Osnovna škola;21-114-105;0-0;Grad Zagreb;10362  Kašina;ured@os-vugrovec-kasina.skole.hr;www.os-vugrovec-kasina.skole.hr;www.os-vugrovec-kasina.skole.hr
OSNOVNA ŠKOLA IVANA GRANĐE;Osnovna škola;21-114-106;0-0;Grad Zagreb;10360  Soblinec;os-igrandje@os-igrandje-soblinec.skole.hr;NA;www.os-igrandje-soblinec.skole.hr
Osnovna škola SESVETE;Osnovna škola;21-114-109;0-0;Grad Zagreb;10360  Sesvete;os-sesvete@os-sesvete-zg.skole.hr;www.os-sesvete.hr;www.os-sesvete.hr
Osnovna škola Sesvetski Kraljevec;Osnovna škola;21-114-110;0-0;Grad Zagreb;10361  Sesvetski Kraljevec;ured@os-sesvetski-kraljevec.skole.hr;http://www.os-sesvetski-kraljevec.skole.hr/;http://www.os-sesvetski-kraljevec.skole.hr/
Osnovna škola Iver;Osnovna škola;21-114-111;0-0;Grad Zagreb;10361  Sesvetski Kraljevec;ured@os-iver.skole.hr , osiversesvete@gmail.com;www.os-iver.skole.hr;www.os-iver.skole.hr
Osnovna škola Ružičnjak;Osnovna škola;21-114-112;0-0;Grad Zagreb;10000  Zagreb;ured@os-ruzicnjak-zg.skole.hr;NA;www.os-ruzicnjak-zg.skole.hr
"Osnovna škola ""Lotrščak""";Osnovna škola;21-114-113;0-0;Grad Zagreb;10000  Zagreb; ured@os-lotrscak-zg.skole.hr;http://os-lotrscak.hr/;http://os-lotrscak.hr/
CENTAR ZA ODGOJ  I OBRAZOVANJE GOLJAK;Osnovna škola;21-114-114;0-0;Grad Zagreb;10000  Zagreb;centargoljak@centar-odgojiobrazovanje-goljak.skole.hr;www.coogoljak.hr;www.coogoljak.hr
CENTAR ZA AUTIZAM;Osnovna škola;21-114-115;0-0;Grad Zagreb;10000  Zagreb;ured@centar-autizam-zg.skole.hr;http://centarzaautizam.hr/;http://centarzaautizam.hr/
OSNOVNA ŠKOLA NAD LIPOM;Osnovna škola;21-114-116;0-0;Grad Zagreb;10000  Zagreb;os-nad-lipom@os-nad-lipom-zg.skole.hr;NA;www.os-nad-lipom-zg.skole.hr
Poliklinika za rehabilitaciju slušanja i govora SUVAG;Osnovna škola;21-114-117;0-0;Grad Zagreb;10000  Zagreb;ured@poliklinika-suvag-zg.skole.hr;www.suvag.hr;www.suvag.hr
Waldorfska škola u Zagrebu;Osnovna škola;21-114-124;0-0;Grad Zagreb;10020  Zagreb;ravnatelj@waldorfska-skola.com , tajnistvo@waldorfska-skola.com;NA;https://www.waldorfska-skola.com/hr
Osnovna škola Brestje;Osnovna škola;21-114-132;0-0;Grad Zagreb;10360  Sesvete;os-brestje@os-brestje-zg.skole.hr;NA;www.os-brestje-zg.skole.hr
OSNOVNA ŠKOLA BOROVJE;Osnovna škola;21-114-133;0-0;Grad Zagreb;10000  Zagreb;ured@os-borovje-zg.skole.hr;http://os-borovje-zg.skole.hr/;http://os-borovje-zg.skole.hr/
OSNOVNA ŠKOLA REMETE;Osnovna škola;21-114-134;0-0;Grad Zagreb;10000  Zagreb;filomena.horvatic@skole.hr , strucna-sluzba@os-remete-zg.skole.hr , ana.hojanic@skole.hr , milena.pesorda@skole.hr , ana.maric4@skole.hr , ured@os-remete-zg.skole.hr;www.os-remete-zg.skole.hr;www.os-remete-zg.skole.hr
Osnovna škola Špansko Oranice;Osnovna škola;21-114-135;0-0;Grad Zagreb;10000  Zagreb;admin@os-spansko-oranice-zg.skole.hr , skola@os-spansko-oranice-zg.skole.hr;www.os-spansko-oranice-zg.skole.hr;www.os-spansko-oranice-zg.skole.hr
Osnovna škola Sesvetska Sela;Osnovna škola;21-114-136;0-0;Grad Zagreb;10360  Sesvete;skola@os-sesvetska-sela-zg.skole.hr;http://os-sesvetska-sela-zg.skole.hr/;http://os-sesvetska-sela-zg.skole.hr/
